DOCUMENTOFISCAL|DOCUMENTODEPAGAMENTO|VALOR_JUROS_NF
423823|152929|0,00
423824|152806|0,00
423825|152697|0,00
423826|152633|0,00
423827|152935|0,00
423828|152935|0,00
423829|152877|0,00
423830|152935|0,00
423831|152935|0,00
423832|152929|0,00
423833|152935|0,00
423834|152935|0,00
423835|152935|0,00
423836|152935|0,00
423837|152721|0,00
423838|152877|0,00
423839|152935|0,00
423840|152935|0,00
423841|152935|0,00
423842|152935|0,00
423843|152935|0,00
423844|152632|0,00
423845|152935|0,00
423846|152935|0,00
423847|152935|0,00
423848|152935|0,00
423849|152929|0,00
423850|152935|0,00
423851|152935|0,00
423852|152935|0,00
423853|152935|0,00
423854|152632|0,00
423855|152759|0,00
423856|152929|0,00
423857|152929|0,00
423858|152592|0,00
423859|152935|0,00
423860|152935|0,00
423861|152806|0,00
423862|152935|0,00
423863|152929|0,00
423864|152935|0,00
423865|152935|0,00
423866|152935|0,00
423868|152929|0,00
423869|152877|0,00
423870|152929|0,00
423871|152935|0,00
423872|152935|0,00
423873|152935|0,00
423874|152935|0,00
423875|152935|0,00
423876|152929|0,00
423877|152877|0,00
423878|152877|0,00
423879|152877|0,00
423881|152935|0,00
423882|152935|0,00
423884|152935|0,00
423885|152935|0,00
423886|152806|0,00
423887|152877|0,00
423888|152935|0,00
423889|152806|0,00
423890|152929|0,00
423891|152935|0,00
423892|152877|0,00
423893|152847|0,00
423894|152932|0,00
423895|152980|0,11
423896|152935|0,00
423897|152929|0,00
423898|152935|0,00
423899|152697|0,00
423900|152935|0,00
423901|152697|0,00
423902|152935|0,00
423903|152929|0,00
423904|152929|0,00
423905|152697|0,00
423906|152935|0,00
423907|152697|0,00
423908|152935|0,00
423909|152935|0,00
423910|152935|0,00
423911|152929|0,00
423912|152929|0,00
423913|152847|0,00
423914|152935|0,00
423915|152877|0,00
423916|152935|0,00
423917|152877|0,00
423918|152935|0,00
423919|152935|0,00
423920|152935|0,00
423921|152941|0,00
423922|152877|0,00
423923|152935|0,00
423924|152935|0,00
423926|152935|0,00
423927|152935|0,00
423928|152935|0,00
423929|152935|0,00
423930|152935|0,00
423931|154424|12,67
423932|152697|0,00
423933|152935|0,00
423934|152929|0,00
423935|152935|0,00
423936|152935|0,00
423937|152935|0,00
423938|152935|0,00
423939|152935|0,00
423940|152935|0,00
423941|152935|0,00
423942|152847|0,00
423943|152806|0,00
423944|152935|0,00
423945|152935|0,00
423946|152935|0,00
423947|152929|0,00
423948|152935|0,00
423950|152935|0,00
423951|154805|5,09
423952|152935|0,00
423953|152935|0,00
423954|152935|0,00
423955|152929|0,00
423956|152935|0,00
423957|152935|0,00
423958|152659|0,00
423959|152697|0,00
423960|152935|0,00
423961|152632|0,00
423962|152877|0,00
423963|152929|0,00
423964|152806|0,00
423965|152632|0,00
423966|152935|0,00
423967|152929|0,00
423968|152697|0,00
423969|152935|0,00
423970|152697|0,00
423971|152935|0,00
423972|152935|0,00
423973|152935|0,00
423974|152877|0,00
423975|152935|0,00
423977|152877|0,00
423978|152847|0,00
423979|152659|0,00
423980|152935|0,00
423981|152847|0,00
423982|152935|0,00
423983|152935|0,00
423984|152935|0,00
423985|152935|0,00
423987|152935|0,00
423988|152935|0,00
423989|152935|0,00
423990|152721|0,00
423991|152759|0,00
423992|152759|0,00
423993|152935|0,00
423994|152935|0,00
423995|152759|0,00
423996|152935|0,00
423997|152935|0,00
423998|152568|0,00
423999|152935|0,00
424000|152935|0,00
424001|152935|0,00
424002|152592|0,00
424004|152935|0,00
424006|153587|6,98
424007|152935|0,00
424008|152935|0,00
424009|152935|0,00
424010|152935|0,00
424011|152877|0,00
424013|152935|0,00
424014|152935|0,00
424015|152935|0,00
424016|152929|0,00
424017|152806|0,00
424018|152697|0,00
424019|152935|0,00
424020|152935|0,00
424021|152935|0,00
424022|152877|0,00
424023|152935|0,00
424024|152980|2,89
424025|152935|0,00
424026|152929|0,00
424027|152929|0,00
424028|152721|0,00
424029|152935|0,00
424030|152935|0,00
424032|152935|0,00
424033|152935|0,00
424034|152935|0,00
424035|152929|0,00
424036|152935|0,00
424037|152935|0,00
424038|152935|0,00
424039|152935|0,00
424040|152980|135,38
424041|152877|0,00
424042|152935|0,00
424043|152929|0,00
424044|152935|0,00
424045|152806|0,00
424046|152632|0,00
424047|152847|0,00
424048|152659|0,00
424049|152721|0,00
424050|152935|0,00
424051|152935|0,00
424052|152935|0,00
424053|152929|0,00
424054|152935|0,00
424055|152935|0,00
424057|152935|0,00
424058|152659|0,00
424059|152935|0,00
424060|152935|0,00
424061|152877|0,00
424062|152929|0,00
424063|152929|0,00
424064|152806|0,00
424065|152935|0,00
424066|152935|0,00
424067|152935|0,00
424068|152592|0,00
424069|152935|0,00
424070|152847|0,00
424071|152721|0,00
424072|152877|0,00
424073|152935|0,00
424074|152759|0,00
424075|152877|0,00
424076|152935|0,00
424077|152632|0,00
424078|152632|0,00
424079|152632|0,00
424080|152632|0,00
424081|152935|0,00
424082|152697|0,00
424083|152935|0,00
424084|152721|0,00
424085|152935|0,00
424086|152592|0,00
424087|152935|0,00
424088|152980|2,16
424089|152929|0,00
424090|152929|0,00
424091|152935|0,00
424092|152935|0,00
424093|152929|0,00
424094|152935|0,00
424095|152877|0,00
424096|152935|0,00
424097|153025|6,59
424098|152929|0,00
424099|152697|0,00
424100|152935|0,00
424101|152935|0,00
424102|152935|0,00
424103|152935|0,00
424104|152935|0,00
424105|152935|0,00
424106|152935|0,00
424107|152806|0,00
424108|152935|0,00
424109|152929|0,00
424110|152759|0,00
424111|152877|0,00
424112|152935|0,00
424113|152935|0,00
424114|152935|0,00
424115|152935|0,00
424116|152935|0,00
424117|152929|0,00
424118|152935|0,00
424121|152935|0,00
424122|152847|0,00
424123|152935|0,00
424124|152935|0,00
424125|152877|0,00
424126|152935|0,00
424127|152632|0,00
424128|152929|0,00
424129|152935|0,00
424130|152935|0,00
424131|152935|0,00
424132|152935|0,00
424133|152721|0,00
424134|152721|0,00
424135|152935|0,00
424136|152806|0,00
424137|152935|0,00
424138|152935|0,00
424139|152632|0,00
424140|152632|0,00
424141|152568|0,00
424142|152935|0,00
424143|152935|0,00
424144|152935|0,00
424145|152877|0,00
424146|152935|0,00
424147|152935|0,00
424148|152935|0,00
424149|152929|0,00
424150|152935|0,00
424151|152935|0,00
424152|152935|0,00
424153|152935|0,00
424154|152980|84,62
424155|152935|0,00
424156|152935|0,00
424157|152935|0,00
424158|152847|0,00
424159|152935|0,00
424160|152935|0,00
424161|152935|0,00
424162|152935|0,00
424163|152935|0,00
424164|152935|0,00
424165|152935|0,00
424166|152806|0,00
424167|152929|0,00
424168|152935|0,00
424169|152721|0,00
424170|152929|0,00
424171|152935|0,00
424172|152929|0,00
424173|152847|0,00
424174|152929|0,00
424175|152935|0,00
424176|152847|0,00
424177|152935|0,00
424178|152935|0,00
424179|152759|0,00
424180|152847|0,00
424181|152877|0,00
424182|152847|0,00
424183|152935|0,00
424184|152697|0,00
424185|152759|0,00
424186|152935|0,00
424187|152935|0,00
424188|152935|0,00
424189|153977|1,03
424190|152877|0,00
424191|152929|0,00
424192|152935|0,00
424193|153429|0,11
424194|152929|0,00
424195|152929|0,00
424196|152935|0,00
424197|152929|0,00
424198|152935|0,00
424199|152697|0,00
424200|152935|0,00
424201|152877|0,00
424202|152935|0,00
424203|152659|0,00
424204|152659|0,00
424205|152929|0,00
424206|152935|0,00
424207|152877|0,00
424208|152721|0,00
424209|152697|0,00
424210|152935|0,00
424211|152929|0,00
424212|152935|0,00
424213|152935|0,00
424214|152929|0,00
424215|152935|0,00
424216|152935|0,00
424217|152935|0,00
424218|152877|0,00
424219|152935|0,00
424220|152929|0,00
424221|152697|0,00
424222|152935|0,00
424223|152935|0,00
424224|152929|0,00
424225|152929|0,00
424226|152935|0,00
424227|152935|0,00
424228|152806|0,00
424230|152935|0,00
424231|152929|0,00
424233|152935|0,00
424235|152935|0,00
424236|152935|0,00
424237|152877|0,00
424238|152935|0,00
424240|152935|0,00
424241|152935|0,00
424242|152935|0,00
424243|152935|0,00
424244|152935|0,00
424245|152935|0,00
424247|152929|0,00
424248|152935|0,00
424249|152935|0,00
424250|152929|0,00
424251|152935|0,00
424252|152935|0,00
424253|152935|0,00
424254|152877|0,00
424256|152935|0,00
424257|152935|0,00
424258|152935|0,00
424259|152935|0,00
424260|152935|0,00
424261|152929|0,00
424262|152935|0,00
424263|152935|0,00
424264|152935|0,00
424265|152935|0,00
424267|152935|0,00
424268|152935|0,00
424269|152935|0,00
424270|152659|0,00
424271|152935|0,00
424272|152935|0,00
424273|152935|0,00
424274|152935|0,00
424275|152935|0,00
424276|152935|0,00
424277|152935|0,00
424278|152935|0,00
424279|152935|0,00
424280|152935|0,00
424281|152935|0,00
424282|152935|0,00
424283|152935|0,00
424284|152721|0,00
424285|152659|0,00
424286|152935|0,00
424287|152935|0,00
424288|152929|0,00
424289|152659|0,00
424290|152935|0,00
424291|152935|0,00
424292|152929|0,00
424293|152632|0,00
424295|152935|0,00
424296|152721|0,00
424297|152935|0,00
424298|152935|0,00
424299|152935|0,00
424300|152935|0,00
424301|152935|0,00
424302|152935|0,00
424303|152935|0,00
424304|152935|0,00
424305|152935|0,00
424306|152929|0,00
424308|152877|0,00
424309|152929|0,00
424310|152697|0,00
424312|153624|21,35
424313|152659|0,00
424314|152935|0,00
424315|152935|0,00
424316|152935|0,00
424317|152847|0,00
424318|152935|0,00
424319|152935|0,00
424320|154102|42,96
424321|152935|0,00
424322|152632|0,00
424323|152935|0,00
424324|152935|0,00
424325|152697|0,00
424326|152935|0,00
424327|152929|0,00
424328|152847|0,00
424329|152935|0,00
424330|152935|0,00
424331|152929|0,00
424332|152935|0,00
424333|152935|0,00
424334|152935|0,00
424335|152935|0,00
424336|152935|0,00
424337|152592|0,00
424338|152877|0,00
424339|152935|0,00
424340|152929|0,00
424341|152929|0,00
424342|152935|0,00
424343|152935|0,00
424344|152929|0,00
424345|152935|0,00
424346|152935|0,00
424347|152931|0,00
424349|152632|0,00
424350|153059|6,55
424351|152721|0,00
424353|152721|0,00
424354|152721|0,00
424355|152929|0,00
424356|152759|0,00
424357|152929|0,00
424358|152935|0,00
424359|152929|0,00
424360|152935|0,00
424361|152935|0,00
424362|152935|0,00
424363|152935|0,00
424364|152935|0,00
424365|152935|0,00
424366|152935|0,00
424367|152935|0,00
424368|152935|0,00
424369|152877|0,00
424370|152935|0,00
424371|152935|0,00
424372|152935|0,00
424373|152935|0,00
424374|154750|1,24
424375|152929|0,00
424376|152935|0,00
424377|152592|0,00
424378|152935|0,00
424379|152935|0,00
424380|152935|0,00
424381|152632|0,00
424382|152929|0,00
424383|152980|100,53
424384|152935|0,00
424385|152935|0,00
424386|153091|4,51
424387|153059|1,48
424388|152935|0,00
424389|152935|0,00
424390|152935|0,00
424391|152935|0,00
424392|152935|0,00
424393|152697|0,00
424394|152592|0,00
424395|152721|0,00
424396|152697|0,00
424397|152659|0,00
424398|152935|0,00
424399|152935|0,00
424400|152935|0,00
424401|152935|0,00
424402|152935|0,00
424403|152929|0,00
424404|152568|0,00
424405|152935|0,00
424406|152935|0,00
424407|152980|9,39
424408|152929|0,00
424409|152877|0,00
424410|152929|0,00
424411|152935|0,00
424412|152806|0,00
424413|154464|20,21
424414|152935|0,00
424415|152659|0,00
424418|152935|0,00
424419|152935|0,00
424420|152632|0,00
424421|152935|0,00
424423|152929|0,00
424424|152935|0,00
424425|152930|0,00
424426|152929|0,00
424427|152935|0,00
424428|152935|0,00
424429|152935|0,00
424430|152877|0,00
424431|152847|0,00
424432|152935|0,00
424433|152935|0,00
424434|152935|0,00
424435|152697|0,00
424436|152929|0,00
424437|152806|0,00
424438|152935|0,00
424439|152806|0,00
424441|152935|0,00
424442|152935|0,00
424443|152873|0,00
424444|152935|0,00
424445|152935|0,00
424446|152935|0,00
424447|152980|0,00
424448|152877|0,00
424449|152935|0,00
424450|152929|0,00
424451|152935|0,00
424452|152929|0,00
424453|152877|0,00
424454|152935|0,00
424455|152935|0,00
424456|152877|0,00
424457|152935|0,00
424458|152935|0,00
424459|152935|0,00
424460|152929|0,00
424461|152935|0,00
424462|152806|0,00
424463|152935|0,00
424464|152659|0,00
424465|152659|0,00
424466|152592|0,00
424468|152877|0,00
424469|152935|0,00
424470|152697|0,00
424471|152697|0,00
424472|152806|0,00
424473|152935|0,00
424474|152935|0,00
424475|152935|0,00
424476|152935|0,00
424477|152935|0,00
424478|152935|0,00
424479|152935|0,00
424480|152935|0,00
424481|152759|0,00
424482|152847|0,00
424483|152935|0,00
424484|152935|0,00
424488|152659|0,00
424489|152935|0,00
424490|152806|0,00
424491|152935|0,00
424492|152806|0,00
424493|152847|0,00
424494|153059|0,74
424495|152929|0,00
424496|152935|0,00
424497|152935|0,00
424498|152632|0,00
424499|152935|0,00
424501|152935|0,00
424502|152935|0,00
424503|152935|0,00
424504|155147|9,60
424505|152935|0,00
424506|152935|0,00
424507|152721|0,00
424508|152929|0,00
424509|152935|0,00
424510|152929|0,00
424511|152980|7,22
424512|152759|0,00
424513|152935|0,00
424514|152935|0,00
424517|152935|0,00
424518|152935|0,00
424520|152935|0,00
424524|152935|0,00
424526|152935|0,00
424528|153647|0,89
424529|152935|0,00
424530|152935|0,00
424531|152935|0,00
424532|152935|0,00
424533|153300|1,57
424534|152759|0,00
424535|152877|0,00
424536|152935|0,00
424537|152592|0,00
424538|152935|0,00
424539|152877|0,00
424540|152935|0,00
424541|152935|0,00
424543|152935|0,00
424544|152935|0,00
424545|152935|0,00
424547|152935|0,00
424548|152935|0,00
424549|152935|0,00
424550|152929|0,00
424551|152935|0,00
424553|152935|0,00
424554|152935|0,00
424556|152935|0,00
424557|152935|0,00
424558|152935|0,00
424559|152929|0,00
424560|152929|0,00
424561|152935|0,00
424562|152935|0,00
424563|152935|0,00
424564|152632|0,00
424565|152935|0,00
424566|152935|0,00
424567|152935|0,00
424568|152877|0,00
424569|152935|0,00
424570|152935|0,00
424571|152721|0,00
424572|152929|0,00
424573|152935|0,00
424574|152935|0,00
424575|152935|0,00
424576|152935|0,00
424577|152935|0,00
424578|152935|0,00
424579|152935|0,00
424580|152935|0,00
424581|152935|0,00
424582|152935|0,00
424583|152935|0,00
424584|152929|0,00
424585|152935|0,00
424586|152935|0,00
424587|152935|0,00
424588|152929|0,00
424589|152935|0,00
424590|152935|0,00
424591|152935|0,00
424592|152929|0,00
424594|152935|0,00
424595|152721|0,00
424596|152806|0,00
424597|152935|0,00
424598|152935|0,00
424599|152935|0,00
424601|152935|0,00
424602|152980|2,16
424603|152935|0,00
424605|152935|0,00
424606|152935|0,00
424607|152935|0,00
424608|152935|0,00
424610|153429|2,46
424611|152592|0,00
424612|152935|0,00
424613|152935|0,00
424614|152935|0,00
424615|152935|0,00
424616|152568|0,00
424617|152935|0,00
424618|152935|0,00
424619|152935|0,00
424620|152935|0,00
424621|152935|0,00
424622|152935|0,00
424623|152935|0,00
424624|152935|0,00
424626|152935|0,00
424627|152877|0,00
424628|152935|0,00
424629|152935|0,00
424630|154701|1,23
424631|153025|92,46
424632|152929|0,00
424633|152592|0,00
424634|152592|0,00
424635|152935|0,00
424636|153059|2,22
424637|152935|0,00
424638|152877|0,00
424639|152721|0,00
424641|152935|0,00
424642|152935|0,00
424643|152935|0,00
424644|152935|0,00
424645|152877|0,00
424647|152935|0,00
424649|152935|0,00
424650|152935|0,00
424651|152935|0,00
424652|152935|0,00
424653|152935|0,00
424655|152935|0,00
424656|152877|0,00
424657|153537|0,00
424659|152935|0,00
424660|152935|0,00
424661|152877|0,00
424663|152980|2,16
424664|152935|0,00
424665|152929|0,00
424666|152935|0,00
424668|152980|0,72
424669|152847|0,00
424670|152980|10,84
424671|152508|0,00
424672|153059|8,91
424673|152935|0,00
424674|152935|0,00
424675|152935|0,00
424676|152935|0,00
424677|154489|9,38
424678|152877|0,00
424679|152935|0,00
424680|152935|0,00
424681|152935|0,00
424682|152935|0,00
424685|152935|0,00
424686|152935|0,00
424687|152592|0,00
424688|152935|0,00
424689|153977|1,03
424691|152935|0,00
424693|154245|2,26
424696|152935|0,00
424697|152935|0,00
424700|152935|0,00
424701|152592|0,00
424702|154067|3,21
424715|153977|0,00
424716|153794|0,00
424718|153977|0,00
424719|153724|0,00
424720|153977|0,00
424721|153977|0,00
424722|153897|0,00
424723|153977|0,00
424724|153977|0,00
424725|153748|0,00
424726|153897|0,00
424727|153977|0,00
424728|153977|0,00
424729|153977|0,00
424731|153942|0,00
424732|153897|0,00
424733|153724|0,00
424734|153977|0,00
424735|153748|0,00
424736|153977|0,00
424737|153977|0,00
424738|153977|0,00
424739|153977|0,00
424740|153942|0,00
424741|153833|0,00
424742|153942|0,00
424743|153942|0,00
424744|153977|0,00
424745|153977|0,00
424746|153897|0,00
424747|153977|0,00
424748|153624|0,00
424749|153794|0,00
424750|153977|0,00
424751|153977|0,00
424752|153977|0,00
424753|153977|0,00
424754|153897|0,00
424755|153624|0,00
424756|153977|0,00
424757|153977|0,00
424758|153977|0,00
424759|153977|0,00
424760|153897|0,00
424761|153977|0,00
424762|153977|0,00
424763|153833|0,00
424764|153977|0,00
424765|153748|0,00
424766|153977|0,00
424767|153897|0,00
424768|153696|0,00
424769|153977|0,00
424770|153977|0,00
424771|153794|0,00
424772|153977|0,00
424773|153942|0,00
424774|153977|0,00
424775|153977|0,00
424778|153833|0,00
424779|153942|0,00
424780|153942|0,00
424781|154424|35,20
424783|153977|0,00
424784|153977|0,00
424785|153977|0,00
424786|153977|0,00
424787|153977|0,00
424788|154067|17,37
424789|153942|0,00
424790|153977|0,00
424791|153696|0,00
424792|153977|0,00
424793|153977|0,00
424794|153977|0,00
424795|153977|0,00
424796|153977|0,00
424797|153977|0,00
424798|153897|0,00
424799|153977|0,00
424800|153977|0,00
424801|153794|0,00
424802|153794|0,00
424803|153946|0,00
424804|154016|0,11
424805|153977|0,00
424806|153977|0,00
424807|153833|0,00
424808|153977|0,00
424809|153794|0,00
424810|153977|0,00
424811|153977|0,00
424812|153977|0,00
424813|153794|0,00
424814|153977|0,00
424815|153794|0,00
424816|153977|0,00
424817|153897|0,00
424818|153977|0,00
424819|153977|0,00
424820|153833|0,00
424821|153942|0,00
424822|153833|0,00
424823|153977|0,00
424824|153942|0,00
424825|153977|0,00
424826|153942|0,00
424827|153977|0,00
424828|153977|0,00
424829|153977|0,00
424830|153946|0,00
424831|153897|0,00
424832|153977|0,00
424833|153977|0,00
424834|153977|0,00
424835|153977|0,00
424836|153977|0,00
424837|153977|0,00
424838|154424|0,83
424839|153794|0,00
424840|153977|0,00
424841|153977|0,00
424842|153977|0,00
424843|153977|0,00
424844|153977|0,00
424845|153977|0,00
424846|153977|0,00
424847|153942|0,00
424848|153833|0,00
424849|153897|0,00
424850|154102|0,76
424851|153942|0,00
424852|153977|0,00
424853|153977|0,00
424854|153942|0,00
424855|153977|0,00
424856|153977|0,00
424857|153977|0,00
424858|153977|0,00
424859|153977|0,00
424860|153833|0,00
424862|153977|0,00
424863|153977|0,00
424864|153977|0,00
424865|153977|0,00
424866|153942|0,00
424867|153647|0,00
424868|153977|0,00
424870|153942|0,00
424871|153942|0,00
424872|153897|0,00
424873|153647|0,00
424874|154102|2,93
424875|153833|0,00
424876|153977|0,00
424877|153794|0,00
424878|153977|0,00
424879|153942|0,00
424880|153977|0,00
424881|153977|0,00
424882|153833|0,00
424883|154102|120,59
424885|153942|0,00
424886|153724|0,00
424887|153647|0,00
424888|153833|0,00
424889|153977|0,00
424890|153942|0,00
424891|153977|0,00
424892|153977|0,00
424893|153897|0,00
424894|153977|0,00
424895|154067|183,43
424896|153833|0,00
424897|153897|0,00
424898|153794|0,00
424899|153977|0,00
424900|153977|0,00
424901|153624|0,00
424902|153977|0,00
424903|153977|0,00
424904|153696|0,00
424906|153647|0,00
424907|153977|0,00
424908|153977|0,00
424909|153977|0,00
424910|153977|0,00
424911|153977|0,00
424912|153977|0,00
424913|153833|0,00
424915|153977|0,00
424916|153977|0,00
424917|153897|0,00
424918|153897|0,00
424919|153897|0,00
424920|153977|0,00
424921|153977|0,00
424922|153977|0,00
424923|153897|0,00
424924|153977|0,00
424925|153897|0,00
424926|153977|0,00
424927|153587|0,00
424928|153977|0,00
424931|153977|0,00
424932|153977|0,00
424933|153977|0,00
424934|153977|0,00
424935|153977|0,00
424936|153977|0,00
424937|153794|0,00
424938|153977|0,00
424939|153696|0,00
424940|153977|0,00
424941|153833|0,00
424942|153977|0,00
424943|153696|0,00
424944|153748|0,00
424945|153977|0,00
424946|153942|0,00
424947|153977|0,00
424948|153897|0,00
424949|153977|0,00
424951|153977|0,00
424952|153977|0,00
424953|153977|0,00
424954|153977|0,00
424955|153897|0,00
424956|153977|0,00
424958|153942|0,00
424959|153942|0,00
424960|153897|0,00
424961|153942|0,00
424962|153977|0,00
424963|153897|0,00
424964|153794|0,00
424965|153897|0,00
424967|153696|0,00
424968|153833|0,00
424969|153624|0,00
424970|153624|0,00
424971|153624|0,00
424972|153624|0,00
424973|153977|0,00
424974|153724|0,00
424975|153897|0,00
424976|153624|0,00
424977|153977|0,00
424978|153942|0,00
424980|153897|0,00
424981|153977|0,00
424982|153977|0,00
424983|153977|0,00
424984|153977|0,00
424985|153977|0,00
424986|153977|0,00
424987|153897|0,00
424988|153977|0,00
424989|153977|0,00
424991|153942|0,00
424992|153977|0,00
424993|153977|0,00
424994|153977|0,00
424995|153977|0,00
424997|153977|0,00
424998|153977|0,00
424999|153977|0,00
425001|153833|0,00
425002|153942|0,00
425003|153748|0,00
425004|153794|0,00
425005|153942|0,00
425007|153977|0,00
425008|153977|0,00
425009|154245|12,28
425010|153942|0,00
425011|153942|0,00
425012|153833|0,00
425013|153977|0,00
425015|153977|0,00
425016|153977|0,00
425017|153833|0,00
425018|153977|0,00
425019|153833|0,00
425020|153977|0,00
425021|153977|0,00
425022|153977|0,00
425023|154102|2,20
425024|153833|0,00
425025|153833|0,00
425026|153977|0,00
425027|153977|0,00
425028|153977|0,00
425029|153833|0,00
425030|153977|0,00
425031|153977|0,00
425032|153833|0,00
425033|153833|0,00
425034|153977|0,00
425035|153977|0,00
425036|153977|0,00
425037|153624|0,00
425038|153624|0,00
425039|153696|0,00
425040|153977|0,00
425041|153977|0,00
425042|153977|0,00
425043|153977|0,00
425044|153977|0,00
425045|153977|0,00
425046|153977|0,00
425047|153942|0,00
425049|153977|0,00
425050|153977|0,00
425051|153977|0,00
425052|153587|0,00
425053|153897|0,00
425054|153977|0,00
425055|153977|0,00
425057|153977|0,00
425058|153977|0,00
425059|153833|0,00
425060|153977|0,00
425061|153977|0,00
425062|153977|0,00
425063|153977|0,00
425064|153942|0,00
425065|153942|0,00
425066|153977|0,00
425067|153942|0,00
425068|153833|0,00
425069|153696|0,00
425070|153833|0,00
425071|153942|0,00
425072|153977|0,00
425073|153833|0,00
425074|153897|0,00
425075|153794|0,00
425076|153977|0,00
425077|153942|0,00
425078|153977|0,00
425079|153897|0,00
425080|153748|0,00
425081|153897|0,00
425082|153833|0,00
425083|153897|0,00
425084|153977|0,00
425085|153724|0,00
425086|153833|0,00
425087|153977|0,00
425088|153833|0,00
425089|153977|0,00
425090|153977|0,00
425091|153977|0,00
425092|153833|0,00
425093|153977|0,00
425094|153977|0,00
425095|153897|0,00
425096|153833|0,00
425097|153977|0,00
425098|153897|0,00
425099|153977|0,00
425100|153748|0,00
425101|153977|0,00
425102|153977|0,00
425103|153833|0,00
425104|153647|0,00
425105|153696|0,00
425106|153942|0,00
425108|153977|0,00
425109|153833|0,00
425110|153647|0,00
425111|153794|0,00
425112|153977|0,00
425113|153977|0,00
425114|153942|0,00
425115|153977|0,00
425116|153977|0,00
425117|153977|0,00
425118|154016|122,35
425119|153977|0,00
425120|153977|0,00
425121|153724|0,00
425122|153942|0,00
425123|153833|0,00
425124|154134|18,60
425125|153942|0,00
425127|153977|0,00
425128|153897|0,00
425129|153977|0,00
425130|153977|0,00
425131|153794|0,00
425132|153942|0,00
425133|153897|0,00
425134|153696|0,00
425135|153977|0,00
425136|153696|0,00
425138|153977|0,00
425139|153977|0,00
425140|153977|0,00
425141|153942|0,00
425142|153977|0,00
425143|153833|0,00
425144|153977|0,00
425145|153647|0,00
425146|153977|0,00
425147|153977|0,00
425148|153833|0,00
425149|153977|0,00
425150|153942|0,00
425151|153794|0,00
425153|154192|0,78
425154|153977|0,00
425155|153977|0,00
425156|153942|0,00
425157|153977|0,00
425158|153977|0,00
425159|153977|0,00
425160|154016|2,22
425162|153942|0,00
425163|153897|0,00
425164|153977|0,00
425165|153977|0,00
425166|153977|0,00
425167|153977|0,00
425168|153977|0,00
425169|153942|0,00
425170|153977|0,00
425171|153833|0,00
425172|153977|0,00
425173|153977|0,00
425174|153977|0,00
425175|153977|0,00
425177|153977|0,00
425178|153977|0,00
425179|154102|2,28
425180|153977|0,00
425181|153977|0,00
425182|153977|0,00
425183|153833|0,00
425184|153897|0,00
425185|153942|0,00
425186|153977|0,00
425187|153977|0,00
425188|153977|0,00
425189|153977|0,00
425190|153977|0,00
425192|153724|0,00
425193|153977|0,00
425195|153977|0,00
425196|153897|0,00
425197|153977|0,00
425198|153942|0,00
425199|153794|0,00
425200|153587|0,00
425201|153977|0,00
425202|153696|0,00
425203|153977|0,00
425204|153977|0,00
425205|153897|0,00
425206|153977|0,00
425207|153833|0,00
425208|153897|0,00
425209|153977|0,00
425210|153942|0,00
425211|153977|0,00
425212|153977|0,00
425213|153942|0,00
425214|153624|0,00
425216|153977|0,00
425217|153977|0,00
425218|153977|0,00
425219|153794|0,00
425220|153833|0,00
425221|153794|0,00
425222|153977|0,00
425223|153977|0,00
425225|153977|0,00
425226|153977|0,00
425227|153624|0,00
425229|153696|0,00
425230|153977|0,00
425231|153977|0,00
425232|153942|0,00
425233|153977|0,00
425234|153977|0,00
425235|154192|12,81
425236|153977|0,00
425237|153977|0,00
425238|153833|0,00
425239|153977|0,00
425240|153977|0,00
425241|153587|0,00
425242|153977|0,00
425243|153977|0,00
425244|153833|0,00
425246|153977|0,00
425247|153942|0,00
425248|153942|0,00
425249|153977|0,00
425250|153946|0,00
425251|153977|0,00
425252|153794|0,00
425253|154245|3,92
425254|153696|0,00
425256|153794|0,00
425257|153748|0,00
425258|153942|0,00
425259|153942|0,00
425261|153977|0,00
425262|153794|0,00
425263|153977|0,00
425264|153977|0,00
425265|153977|0,00
425266|153977|0,00
425267|153977|0,00
425268|153977|0,00
425269|153897|0,00
425270|153897|0,00
425271|153942|0,00
425272|153977|0,00
425273|153942|0,00
425274|153977|0,00
425275|153942|0,00
425276|153977|0,00
425277|153897|0,00
425278|153897|0,00
425279|153977|0,00
425280|153977|0,00
425281|153977|0,00
425282|153942|0,00
425283|153977|0,00
425284|153977|0,00
425285|153794|0,00
425286|153647|0,00
425287|153977|0,00
425288|153977|0,00
425289|153977|0,00
425290|154016|0,11
425292|153977|0,00
425293|153977|0,00
425294|153794|0,00
425295|153977|0,00
425296|153748|0,00
425297|153696|0,00
425298|153977|0,00
425299|153942|0,00
425300|153977|0,00
425301|153977|0,00
425302|153977|0,00
425304|153696|0,00
425305|153977|0,00
425306|153624|0,00
425307|153977|0,00
425308|153942|0,00
425309|153833|0,00
425310|153977|0,00
425311|153897|0,00
425312|153897|0,00
425313|153724|0,00
425314|154464|1,68
425315|153977|0,00
425316|153696|0,00
425317|153977|0,00
425318|153942|0,00
425319|153647|0,00
425320|153977|0,00
425322|153647|0,00
425324|154606|0,00
425325|153946|0,00
425327|153897|0,00
425328|153977|0,00
425329|153977|0,00
425330|153942|0,00
425331|154102|0,76
425332|153897|0,00
425333|153942|0,00
425334|153977|0,00
425335|153977|0,00
425336|153942|0,00
425337|153624|0,00
425339|153977|0,00
