NIVEL1|NIVEL2|NIVEL3|NIVEL4|NIVEL5|TOTAL|ANOMES
Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202410
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202410
Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202410
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202410
Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -150.000,00|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -70.477,66|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -472.139,54|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|          -8.833,34|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -32.537,89|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|         -15.000,00|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -47.677,68|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -199.576,26|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -154.226,91|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -12.976,27|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.399,07|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.668,73|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|          -1.177,84|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|          -1.209,49|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|            -486,20|202410
Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|        -137.287,67|202410
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -62.112,56|202410
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -20.704,21|202410
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -745.350,56|202410
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          -6.495,45|202410
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202410
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -233.835,47|202410
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -19.486,29|202410
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -29.229,47|202410
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -2.435,81|202410
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|            -811,92|202410
Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -560.784,73|202410
Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||        -413.188,40|202410
Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||         -46.479,30|202410
Despesas operacionais|Serviços de terceiros|Equipamentos|||        -152.774,52|202410
Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.521.303,70|202410
Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||         -96.788,40|202410
Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202410
Despesas operacionais|Eventos|Eventos|||        -654.243,10|202410
Despesas operacionais|Eventos|Outros eventos|||                  0|202410
Despesas operacionais|Localização|Condomínio|||        -155.546,24|202410
Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -6.182,44|202410
Despesas operacionais|Localização|Energia elétrica|||         -48.028,63|202410
Despesas operacionais|Localização|Aluguel|||                  0|202410
Despesas operacionais|Localização|Depreciação e amortização|||        -310.149,11|202410
Despesas operacionais|Localização|Outras|||         -17.122,30|202410
Despesas operacionais|Localização|Serviços de limpeza|||         -26.955,58|202410
Despesas operacionais|Marketing|Anúncios e editais|||         -42.250,00|202410
Despesas operacionais|Marketing|Comunicação institucional|||                  0|202410
Despesas operacionais|Marketing|Propaganda e divulgação|||        -601.761,40|202410
Despesas operacionais|Representação institucional|Representação Social|||         -55.725,00|202410
Despesas operacionais|Representação institucional|Representação institucional|||                  0|202410
Despesas operacionais|Representação institucional|Viagens|||        -625.353,63|202410
Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||         -47.865,00|202410
Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||         -60.490,00|202410
Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||          -2.528,00|202410
Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||            -380,00|202410
Despesas operacionais|Doações e contribuições|Doacoes|||         -37.295,00|202410
Despesas operacionais|Outras despesas|Convênios|||                  0|202410
Despesas operacionais|Outras despesas|Comunicação|||         -44.990,91|202410
Despesas operacionais|Outras despesas|Material de expediente|||         -20.384,59|202410
Despesas operacionais|Outras despesas|Veículos|||         -14.963,77|202410
Despesas operacionais|Outras despesas|Crédito COFINS|||          37.183,68|202410
Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202410
Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202410
Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202410
Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202410
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|         -29.222,71|202410
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|          -1.050,00|202410
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -21.254,10|202410
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202410
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -1.753,88|202410
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|          -8.334,00|202410
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|            -586,67|202410
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202410
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|          -2.610,25|202410
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202410
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -4.100,00|202410
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202410
Resultado operacional|||||         199.128,21|202410
Resultado de equivalência patrimonial|||||                  0|202410
Resultado não operacional|||||                  0|202410
Receitas financeiras|||||       3.769.550,43|202410
Despesas financeiras|||||        -851.440,93|202410
Resultado financeiro|||||       2.918.109,50|202410
Superávit do exercício|||||       3.117.237,71|202410
Receita Bruta|||||      16.552.543,12|202411
Tributos|ISS||||        -825.127,19|202411
Tributos|COFINS||||      -1.257.993,27|202411
Receita operacional líquida|||||      14.469.422,66|202411
Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -4.290.762,76|202411
Custos dos serviços prestados|Consultas|SISEG|||        -194.073,55|202411
Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202411
Custos dos serviços prestados|Outros custos||||                  0|202411
Margem bruta|||||       9.984.586,35|202411
Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202411
Despesas operacionais|Pessoal|Despesa com empregados|Ferias||         -81.192,84|202411
Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -8.184,85|202411
Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202411
Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.914.758,60|202411
Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -243.578,65|202411
Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202411
Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202411
Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202411
Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202411
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202411
Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202411
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202411
Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -150.000,00|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -70.477,66|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -472.139,54|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|          -8.833,34|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -32.537,89|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|         -35.000,00|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -47.677,68|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -199.576,26|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -154.226,91|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -12.976,27|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.399,07|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.668,73|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|          -1.177,84|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|          -1.209,49|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|            -486,20|202411
Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|        -137.287,67|202411
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -62.112,56|202411
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -20.704,21|202411
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -745.350,56|202411
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          -6.495,45|202411
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202411
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -233.835,47|202411
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -19.486,29|202411
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -29.229,47|202411
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -2.435,81|202411
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|            -811,92|202411
Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -566.845,48|202411
Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||        -363.811,85|202411
Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||         -46.479,30|202411
Despesas operacionais|Serviços de terceiros|Equipamentos|||        -158.774,52|202411
Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.274.700,62|202411
Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||         -96.788,40|202411
Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202411
Despesas operacionais|Eventos|Eventos|||      -1.541.398,10|202411
Despesas operacionais|Eventos|Outros eventos|||                  0|202411
Despesas operacionais|Localização|Condomínio|||        -155.546,24|202411
Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -6.182,44|202411
Despesas operacionais|Localização|Energia elétrica|||         -48.028,63|202411
Despesas operacionais|Localização|Aluguel|||                  0|202411
Despesas operacionais|Localização|Depreciação e amortização|||        -309.803,38|202411
Despesas operacionais|Localização|Outras|||          -4.422,30|202411
Despesas operacionais|Localização|Serviços de limpeza|||         -26.955,58|202411
Despesas operacionais|Marketing|Anúncios e editais|||         -42.250,00|202411
Despesas operacionais|Marketing|Comunicação institucional|||                  0|202411
Despesas operacionais|Marketing|Propaganda e divulgação|||      -1.160.383,40|202411
Despesas operacionais|Representação institucional|Representação Social|||         -55.350,00|202411
Despesas operacionais|Representação institucional|Representação institucional|||                  0|202411
Despesas operacionais|Representação institucional|Viagens|||        -521.620,00|202411
Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||        -165.405,00|202411
Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||         -99.747,00|202411
Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||          -2.528,00|202411
Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||            -380,00|202411
Despesas operacionais|Doações e contribuições|Doacoes|||         -37.295,00|202411
Despesas operacionais|Outras despesas|Convênios|||                  0|202411
Despesas operacionais|Outras despesas|Comunicação|||         -45.403,62|202411
Despesas operacionais|Outras despesas|Material de expediente|||         -20.388,59|202411
Despesas operacionais|Outras despesas|Veículos|||         -14.963,77|202411
Despesas operacionais|Outras despesas|Crédito COFINS|||          31.393,68|202411
Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202411
Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202411
Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202411
Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202411
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|         -34.748,51|202411
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|          -1.050,00|202411
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -21.354,10|202411
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202411
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -1.753,88|202411
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|         -35.334,00|202411
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|            -516,67|202411
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202411
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|          -2.610,25|202411
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202411
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -4.100,00|202411
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|         -26.000,00|202411
Resultado operacional|||||      -2.582.789,83|202411
Resultado de equivalência patrimonial|||||                  0|202411
Resultado não operacional|||||                  0|202411
Receitas financeiras|||||       3.142.046,46|202411
Despesas financeiras|||||        -713.825,78|202411
Resultado financeiro|||||       2.428.220,68|202411
Superávit do exercício|||||        -154.569,15|202411
Receita Bruta|||||      17.578.328,66|202412
Tributos|ISS||||        -878.739,34|202412
Tributos|COFINS||||      -1.339.483,79|202412
Receita operacional líquida|||||      15.360.105,53|202412
Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -4.646.542,66|202412
Custos dos serviços prestados|Consultas|SISEG|||        -195.552,38|202412
Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202412
Custos dos serviços prestados|Outros custos||||                  0|202412
Margem bruta|||||      10.518.010,49|202412
Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202412
Despesas operacionais|Pessoal|Despesa com empregados|Ferias||         -81.192,84|202412
Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -8.184,85|202412
Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202412
Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.914.758,60|202412
Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -243.578,65|202412
Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202412
Despesas operacionais|Pessoal|Despesa com empregados|Bonus||      -2.623.282,79|202412
Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202412
Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202412
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202412
Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202412
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202412
Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -150.000,00|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -70.477,66|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -472.139,54|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|          -8.833,34|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -32.537,89|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|         -15.000,00|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -47.677,68|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -199.576,26|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -308.453,79|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -12.976,27|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.399,07|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.668,73|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|          -1.177,84|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|          -1.209,49|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|            -486,20|202412
Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|        -137.287,67|202412
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -62.112,56|202412
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -20.704,21|202412
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|      -1.414.287,71|202412
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          -6.495,45|202412
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202412
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -443.698,25|202412
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -19.486,29|202412
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -55.462,27|202412
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -2.435,81|202412
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|            -811,92|202412
Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -419.222,41|202412
Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||        -361.788,44|202412
Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||         -92.958,60|202412
Despesas operacionais|Serviços de terceiros|Equipamentos|||        -158.412,52|202412
Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.755.624,56|202412
Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||         -64.588,40|202412
Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202412
Despesas operacionais|Eventos|Eventos|||      -2.268.558,10|202412
Despesas operacionais|Eventos|Outros eventos|||                  0|202412
Despesas operacionais|Localização|Condomínio|||        -155.546,24|202412
Despesas operacionais|Localização|Conservação, manutenção e reparos|||         -11.182,44|202412
Despesas operacionais|Localização|Energia elétrica|||         -48.072,63|202412
Despesas operacionais|Localização|Aluguel|||                  0|202412
Despesas operacionais|Localização|Depreciação e amortização|||        -309.804,38|202412
Despesas operacionais|Localização|Outras|||          -4.422,30|202412
Despesas operacionais|Localização|Serviços de limpeza|||         -26.955,58|202412
Despesas operacionais|Marketing|Anúncios e editais|||         -42.250,00|202412
Despesas operacionais|Marketing|Comunicação institucional|||                  0|202412
Despesas operacionais|Marketing|Propaganda e divulgação|||        -684.633,40|202412
Despesas operacionais|Representação institucional|Representação Social|||         -55.725,00|202412
Despesas operacionais|Representação institucional|Representação institucional|||                  0|202412
Despesas operacionais|Representação institucional|Viagens|||        -360.411,88|202412
Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||         -27.476,00|202412
Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||          -7.490,00|202412
Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||          -7.928,00|202412
Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||         -16.580,00|202412
Despesas operacionais|Doações e contribuições|Doacoes|||         -37.295,00|202412
Despesas operacionais|Outras despesas|Convênios|||                  0|202412
Despesas operacionais|Outras despesas|Comunicação|||         -45.356,47|202412
Despesas operacionais|Outras despesas|Material de expediente|||         -20.384,59|202412
Despesas operacionais|Outras despesas|Veículos|||         -14.963,77|202412
Despesas operacionais|Outras despesas|Crédito COFINS|||          33.894,64|202412
Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202412
Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202412
Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202412
Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202412
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|         -34.611,09|202412
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|          -1.050,00|202412
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -20.354,10|202412
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202412
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -1.753,88|202412
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|          -8.334,00|202412
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|            -516,67|202412
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202412
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|          -2.610,25|202412
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202412
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -3.700,00|202412
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202412
Resultado operacional|||||      -5.887.049,20|202412
Resultado de equivalência patrimonial|||||                  0|202412
Resultado não operacional|||||                  0|202412
Receitas financeiras|||||       3.214.826,52|202412
Despesas financeiras|||||        -729.020,23|202412
Resultado financeiro|||||       2.485.806,29|202412
Superávit do exercício|||||      -3.401.242,91|202412
