TITULO|CODIGOCLIENTE|CLIENTE|UF_CLIENTE|STATUSDOTITULO|EMPRESAEMITENTE|FILIAL|EMPRESARECEBEDORA|PEDIDOFATURAMENTO|TIPODETITULO|TIPODECOBRANCA|CONTADOFLUXODECAIXA|EMISSAO|VENCIMENTO|COMPETENCIA|CONTADEPAGAMENTO|NOMEBANCOPAGAMENTO|DOCUMENTOFISCAL|DOCUMENTODEPAGAMENTO|PAGAMENTO|DATA_FLXCX|COD_CADU|VALOR_EMITIDO_UF|QTD|UF
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|2.209,06|62|BA
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|2.066,54|58|DF
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|676,97|19|ES
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|2.707,88|76|GO
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|570,08|16|MA
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|783,86|22|MS
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|1.068,90|30|MT
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|1.140,16|32|PA
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|391,93|11|PB
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|890,75|25|PE
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|356,30|10|PI
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|2.707,88|76|PR
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|4.097,45|115|RJ
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|641,34|18|RN
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|213,78|6|RO
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|35,63|1|RR
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|1.318,31|37|SC
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|356,30|10|SE
262611|4862600000110|PORTOSEG SA CRED FINANCIAMENTO E INVESTI|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273985|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427681|156127|22/01/2025|23/01/2025|9768|142,52|4|TO
262616|698609000186|COOPERATIVA DE CREDITO DO NORTE E NOROES|MG|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273990|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427686|156127|22/01/2025|23/01/2025|9983|69,83|2|BA
262616|698609000186|COOPERATIVA DE CREDITO DO NORTE E NOROES|MG|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273990|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427686|156127|22/01/2025|23/01/2025|9983|139,67|4|GO
262618|78909389000180|PONTAL COMERCIO DE VEICULOS E PECAS LTDA|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273992|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427688|156127|22/01/2025|23/01/2025|10020|35,63|1|PR
262619|37363348000153|CATALAO PIRES DO RIO VEICULOS LTDA|GO|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273993|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427689|156127|22/01/2025|23/01/2025|10038|106,89|3|GO
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|463,19|13|AM
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|1.247,05|35|AP
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|427,56|12|BA
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|391,93|11|ES
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|1.175,79|33|GO
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|356,30|10|MA
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|249,41|7|MS
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|463,19|13|MT
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|1.211,42|34|PA
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|35,63|1|PB
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|427,56|12|PE
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|106,89|3|PI
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|6.520,29|183|PR
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|676,97|19|RJ
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|178,15|5|RO
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|106,89|3|RR
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|3.883,67|109|SC
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|71,26|2|SE
262621|11417016000110|SCANIA BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273995|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427691|156127|22/01/2025|23/01/2025|10089|1.425,20|40|TO
262622|11581339000145|MONEY PLUS SOC C M EMPRESA PEQ PORTE LTD|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273996|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427692|156127|22/01/2025|23/01/2025|10090|106,89|3|AL
262622|11581339000145|MONEY PLUS SOC C M EMPRESA PEQ PORTE LTD|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273996|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427692|156127|22/01/2025|23/01/2025|10090|249,41|7|BA
262622|11581339000145|MONEY PLUS SOC C M EMPRESA PEQ PORTE LTD|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273996|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427692|156127|22/01/2025|23/01/2025|10090|71,26|2|DF
262622|11581339000145|MONEY PLUS SOC C M EMPRESA PEQ PORTE LTD|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273996|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427692|156127|22/01/2025|23/01/2025|10090|35,63|1|ES
262622|11581339000145|MONEY PLUS SOC C M EMPRESA PEQ PORTE LTD|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273996|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427692|156127|22/01/2025|23/01/2025|10090|285,04|8|GO
262622|11581339000145|MONEY PLUS SOC C M EMPRESA PEQ PORTE LTD|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273996|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427692|156127|22/01/2025|23/01/2025|10090|35,63|1|MA
262622|11581339000145|MONEY PLUS SOC C M EMPRESA PEQ PORTE LTD|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273996|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427692|156127|22/01/2025|23/01/2025|10090|106,89|3|PA
262622|11581339000145|MONEY PLUS SOC C M EMPRESA PEQ PORTE LTD|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273996|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427692|156127|22/01/2025|23/01/2025|10090|7.304,15|205|PR
262622|11581339000145|MONEY PLUS SOC C M EMPRESA PEQ PORTE LTD|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273996|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427692|156127|22/01/2025|23/01/2025|10090|249,41|7|RJ
262622|11581339000145|MONEY PLUS SOC C M EMPRESA PEQ PORTE LTD|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273996|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427692|156127|22/01/2025|23/01/2025|10090|2.315,95|65|SC
262623|11476673000139|BANCO RANDON SA|RS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273997|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427693|156127|22/01/2025|23/01/2025|10098|213,78|6|AL
262623|11476673000139|BANCO RANDON SA|RS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273997|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427693|156127|22/01/2025|23/01/2025|10098|178,15|5|AP
262623|11476673000139|BANCO RANDON SA|RS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273997|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427693|156127|22/01/2025|23/01/2025|10098|1.603,35|45|BA
262623|11476673000139|BANCO RANDON SA|RS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273997|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427693|156127|22/01/2025|23/01/2025|10098|106,89|3|DF
262623|11476673000139|BANCO RANDON SA|RS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273997|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427693|156127|22/01/2025|23/01/2025|10098|71,26|2|ES
262623|11476673000139|BANCO RANDON SA|RS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273997|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427693|156127|22/01/2025|23/01/2025|10098|1.532,09|43|GO
262623|11476673000139|BANCO RANDON SA|RS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273997|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427693|156127|22/01/2025|23/01/2025|10098|213,78|6|MA
262623|11476673000139|BANCO RANDON SA|RS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273997|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427693|156127|22/01/2025|23/01/2025|10098|3.349,22|94|MS
262623|11476673000139|BANCO RANDON SA|RS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273997|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427693|156127|22/01/2025|23/01/2025|10098|2.600,99|73|MT
262623|11476673000139|BANCO RANDON SA|RS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273997|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427693|156127|22/01/2025|23/01/2025|10098|142,52|4|PA
262623|11476673000139|BANCO RANDON SA|RS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273997|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427693|156127|22/01/2025|23/01/2025|10098|427,56|12|PI
