Identificação;Data;Entrada Manhã;Saída Almoço;Entrada Tarde;Saída Expediente
1028;17/07/2019;08:10:00;12:42:45;13:28:49;17:51:19
1029;17/07/2019;08:25:46;12:19:32;13:22:40;17:59:12
1030;17/07/2019;08:10:50;12:11:00;13:34:12;17:34:21
1031;17/07/2019;08:02:01;12:42:03;13:21:14;17:16:05
1032;17/07/2019;08:43:10;12:33:04;13:42:56;17:44:35
1033;17/07/2019;08:02:15;12:33:00;13:01:36;17:18:29
1034;17/07/2019;08:51:47;12:04:40;13:26:17;17:48:20
1035;17/07/2019;08:04:58;12:35:06;13:35:33;17:30:10
1036;17/07/2019;08:38:23;12:12:57;13:50:43;17:33:27
1037;17/07/2019;08:05:24;12:29:34;13:13:03;17:01:31
1038;17/07/2019;08:51:11;12:30:03;13:35:39;17:54:16
1039;17/07/2019;08:05:29;12:47:09;13:00:10;17:41:32
1040;17/07/2019;08:40:16;12:44:25;13:55:45;17:52:22
1041;17/07/2019;08:32:04;12:53:59;13:27:22;17:26:00
1042;17/07/2019;08:29:06;12:49:44;13:16:08;17:33:24
1043;17/07/2019;08:11:15;12:41:23;13:44:19;17:30:55
1044;17/07/2019;08:54:47;12:04:16;13:29:29;17:07:05
1045;17/07/2019;08:24:17;12:00:58;13:08:19;17:46:41
1046;17/07/2019;08:28:44;12:45:40;13:11:39;17:39:25
1047;17/07/2019;08:51:42;12:00:20;13:57:09;17:50:08
1048;17/07/2019;08:51:35;12:56:33;13:43:12;17:35:42
1049;17/07/2019;08:37:54;12:43:49;13:35:07;17:09:58
1050;17/07/2019;08:57:58;12:51:01;13:51:39;17:28:41
1051;17/07/2019;08:11:10;12:06:49;13:06:07;17:33:24
1052;17/07/2019;08:36:18;12:58:35;13:49:55;17:07:27
1053;17/07/2019;08:23:47;12:47:36;13:35:56;17:07:20
1054;17/07/2019;08:36:54;12:18:25;13:12:40;17:33:32
1055;17/07/2019;08:13:49;12:17:54;13:02:04;17:36:02
1056;17/07/2019;08:52:07;12:02:28;13:22:52;17:13:32
1057;17/07/2019;08:27:08;12:57:58;13:55:38;17:47:03
1058;17/07/2019;08:21:39;12:51:14;13:22:20;17:19:19
1059;17/07/2019;08:06:30;12:41:51;13:51:23;17:14:28
1060;17/07/2019;08:19:29;12:23:27;13:27:23;17:06:03
1061;17/07/2019;08:57:12;12:26:58;13:23:43;17:19:04
1062;17/07/2019;08:00:08;12:10:40;13:56:11;17:06:25
1063;17/07/2019;08:06:45;12:40:18;13:07:40;17:22:53
1064;17/07/2019;08:00:35;12:37:00;13:12:02;17:52:58
1065;17/07/2019;08:07:55;12:49:03;13:39:21;17:18:34
1066;17/07/2019;08:18:40;12:10:38;13:33:04;17:18:01
1067;17/07/2019;08:06:27;12:03:23;13:17:38;17:54:08
1068;17/07/2019;08:05:39;12:51:05;13:50:41;17:29:09
1069;17/07/2019;08:36:29;12:24:20;13:59:38;17:36:32
1070;17/07/2019;08:26:59;12:24:52;13:28:59;17:09:52
1071;17/07/2019;08:46:32;12:23:39;13:21:06;17:36:24
1072;17/07/2019;08:06:55;12:47:37;13:15:40;17:26:34
1073;17/07/2019;08:31:25;12:32:56;13:37:06;17:35:34
1074;17/07/2019;08:14:24;12:59:40;13:22:50;17:03:33
1075;17/07/2019;08:21:09;12:12:51;13:51:41;17:41:12
1076;17/07/2019;08:13:26;12:02:13;13:35:44;17:50:24
1077;17/07/2019;08:06:05;12:18:25;13:08:18;17:16:01
1078;17/07/2019;08:21:24;12:34:02;13:54:15;17:40:03
1079;17/07/2019;08:31:38;12:45:09;13:20:48;17:28:37
1080;17/07/2019;08:25:31;12:09:58;13:41:08;17:56:24
1081;17/07/2019;08:06:08;12:53:58;13:28:12;17:10:25
1082;17/07/2019;08:50:40;12:10:06;13:22:21;17:30:37
1083;17/07/2019;08:47:40;12:02:05;13:31:41;17:04:40
1084;17/07/2019;08:43:29;12:20:19;13:51:17;17:15:56
1085;17/07/2019;08:53:21;12:15:56;13:24:32;17:29:25
1086;17/07/2019;08:23:54;12:33:52;13:13:33;17:06:30
1087;17/07/2019;08:47:45;12:17:08;13:37:24;17:00:49
1088;17/07/2019;08:07:04;12:16:17;13:56:36;17:36:45
1089;17/07/2019;08:41:38;12:27:44;13:43:03;17:25:52
1090;17/07/2019;08:56:28;12:40:47;13:23:11;17:29:01
1091;17/07/2019;08:55:29;12:47:44;13:55:33;17:28:08
1092;17/07/2019;08:37:56;12:05:03;13:06:38;17:03:11
1093;17/07/2019;08:51:05;12:44:33;13:46:18;17:53:34
1094;17/07/2019;08:59:44;12:25:13;13:50:46;17:36:39
1095;17/07/2019;08:53:12;12:24:30;13:29:13;17:29:54
1096;17/07/2019;08:13:54;12:46:34;13:13:02;17:26:02
1097;17/07/2019;08:49:55;12:59:29;13:11:17;17:41:18
1098;17/07/2019;08:41:34;12:57:54;13:56:34;17:48:00
1099;17/07/2019;08:45:11;12:35:41;13:07:56;17:07:19
1000;18/07/2019;08:59:24;12:56:03;13:24:12;17:41:43
1001;18/07/2019;08:26:37;12:37:38;13:37:04;17:29:34
1002;18/07/2019;08:21:16;12:49:36;13:36:59;17:59:11
1003;18/07/2019;08:29:16;12:08:53;13:30:38;17:23:18
1004;18/07/2019;08:04:21;12:28:01;13:08:42;17:46:35
1005;18/07/2019;08:06:54;12:53:14;13:52:10;17:58:37
1006;18/07/2019;08:18:31;12:11:40;13:26:52;17:57:21
1007;18/07/2019;08:38:47;12:52:46;13:04:52;17:17:10
1008;18/07/2019;08:09:08;12:32:39;13:33:51;17:58:36
1009;18/07/2019;08:38:36;12:07:10;13:11:27;17:59:07
1010;18/07/2019;08:05:26;12:38:08;13:20:10;17:03:14
1011;18/07/2019;08:40:25;12:25:01;13:10:05;17:26:41
1012;18/07/2019;08:30:40;12:01:26;13:53:55;17:56:47
1013;18/07/2019;08:16:48;12:53:17;13:48:20;17:10:59
1014;18/07/2019;08:15:37;12:52:58;13:05:14;17:19:12
1015;18/07/2019;08:16:54;12:52:38;13:35:38;17:28:56
1016;18/07/2019;08:55:59;12:57:43;13:25:50;17:53:43
1017;18/07/2019;08:23:48;12:55:23;13:58:39;17:13:19
1018;18/07/2019;08:16:26;12:21:42;13:21:20;17:38:07
1019;18/07/2019;08:50:47;12:03:09;13:56:13;17:40:18
1020;18/07/2019;08:01:47;12:48:08;13:53:14;17:12:55
1021;18/07/2019;08:38:06;12:04:28;13:35:17;17:51:43
1022;18/07/2019;08:02:27;12:22:42;13:43:20;17:09:03
1023;18/07/2019;08:47:12;12:29:22;13:56:55;17:15:21
1024;18/07/2019;08:30:22;12:04:54;13:33:39;17:48:03
1025;18/07/2019;08:26:20;12:08:20;13:41:15;17:12:32
1026;18/07/2019;08:36:35;12:39:12;13:47:35;17:16:49
1027;18/07/2019;08:00:34;12:59:32;13:22:28;17:37:14
1028;18/07/2019;08:08:56;12:11:43;13:33:17;17:54:50
1029;18/07/2019;08:51:06;12:50:50;13:17:11;17:51:37
1030;18/07/2019;08:15:36;12:47:23;13:29:23;17:52:09
1031;18/07/2019;08:24:40;12:41:49;13:38:10;17:05:54
1032;18/07/2019;08:01:46;12:42:14;13:52:42;17:30:06
1033;18/07/2019;08:35:34;12:53:06;13:13:22;17:13:11
1034;18/07/2019;08:21:34;12:07:35;13:50:59;17:33:20
1035;18/07/2019;08:28:56;12:17:26;13:11:36;17:06:46
1036;18/07/2019;08:42:56;12:58:49;13:44:39;17:03:43
1037;18/07/2019;08:46:03;12:40:42;13:38:48;17:16:57
1038;18/07/2019;08:47:07;12:43:32;13:57:31;17:06:29
1039;18/07/2019;08:36:33;12:58:28;13:56:19;17:54:15
1040;18/07/2019;08:02:06;12:42:31;13:43:56;17:19:27
1041;18/07/2019;08:11:43;12:33:22;13:52:12;17:23:25
1042;18/07/2019;08:46:47;12:18:15;13:25:34;17:14:11
1043;18/07/2019;08:36:13;12:49:21;13:01:33;17:08:17
1044;18/07/2019;08:53:37;12:23:16;13:01:13;17:52:55
1045;18/07/2019;08:52:45;12:26:26;13:09:42;17:31:29
1046;18/07/2019;08:03:36;12:35:59;13:14:34;17:34:19
1047;18/07/2019;08:33:08;12:49:44;13:29:57;17:06:14
1048;18/07/2019;08:55:30;12:31:25;13:39:17;17:28:11
1049;18/07/2019;08:50:10;12:07:19;13:34:39;17:35:57
1050;18/07/2019;08:22:21;12:19:43;13:45:44;17:00:24
1051;18/07/2019;08:14:36;12:08:03;13:26:13;17:22:48
1052;18/07/2019;08:58:53;12:20:46;13:28:47;17:39:27
1053;18/07/2019;08:18:09;12:59:15;13:02:37;17:53:23
1054;18/07/2019;08:35:27;12:01:03;13:24:33;17:21:13
1055;18/07/2019;08:48:24;12:33:56;13:26:46;17:05:56
1056;18/07/2019;08:48:38;12:36:52;13:39:26;17:00:35
1057;18/07/2019;08:05:43;12:20:51;13:10:49;17:15:22
1058;18/07/2019;08:28:13;12:59:40;13:23:28;17:12:29
1059;18/07/2019;08:58:41;12:36:34;13:43:31;17:46:14
1060;18/07/2019;08:44:15;12:26:31;13:10:54;17:00:07
1061;18/07/2019;08:15:28;12:52:55;13:20:38;17:51:55
1062;18/07/2019;08:23:24;12:04:32;13:45:17;17:27:12
1063;18/07/2019;08:18:41;12:06:11;13:12:22;17:52:12
1064;18/07/2019;08:34:18;12:17:24;13:21:52;17:20:47
1065;18/07/2019;08:07:58;12:02:30;13:28:04;17:18:50
1066;18/07/2019;08:49:42;12:26:49;13:32:02;17:34:17
1067;18/07/2019;08:54:29;12:25:05;13:29:43;17:04:45
1068;18/07/2019;08:07:38;12:21:38;13:23:39;17:15:37
1069;18/07/2019;08:00:22;12:43:33;13:17:36;17:49:38
1070;18/07/2019;08:34:42;12:17:31;13:33:02;17:50:41
1071;18/07/2019;08:26:47;12:02:32;13:46:43;17:24:36
1072;18/07/2019;08:27:25;12:31:07;13:25:54;17:45:21
1073;18/07/2019;08:41:16;12:46:18;13:18:42;17:45:22
1074;18/07/2019;08:20:48;12:41:42;13:42:48;17:02:56
1075;18/07/2019;08:28:20;12:33:40;13:27:26;17:54:51
1076;18/07/2019;08:05:30;12:51:26;13:16:57;17:24:24
1077;18/07/2019;08:27:53;12:38:54;13:12:58;17:35:03
1078;18/07/2019;08:44:05;12:55:59;13:02:24;17:16:08
1079;18/07/2019;08:31:51;12:54:46;13:32:38;17:47:21
1080;18/07/2019;08:37:24;12:40:44;13:14:47;17:35:47
1081;18/07/2019;08:57:37;12:40:25;13:20:05;17:49:21
1082;18/07/2019;08:47:36;12:20:52;13:13:31;17:20:06
1083;18/07/2019;08:48:57;12:53:49;13:22:57;17:32:30
1084;18/07/2019;08:02:10;12:52:15;13:51:41;17:32:28
1085;18/07/2019;08:45:56;12:22:12;13:24:16;17:11:36
1086;18/07/2019;08:40:58;12:45:49;13:29:03;17:06:08
1087;18/07/2019;08:11:05;12:47:22;13:21:59;17:13:06
1088;18/07/2019;08:25:55;12:35:09;13:39:26;17:23:19
1089;18/07/2019;08:50:50;12:20:46;13:21:25;17:48:49
1090;18/07/2019;08:34:31;12:30:22;13:54:19;17:00:18
1091;18/07/2019;08:54:15;12:06:59;13:57:05;17:21:46
1092;18/07/2019;08:54:20;12:35:24;13:14:05;17:17:13
1093;18/07/2019;08:45:02;12:42:19;13:05:17;17:24:54
1094;18/07/2019;08:18:09;12:29:13;13:12:01;17:04:04
1095;18/07/2019;08:27:53;12:00:28;13:44:55;17:17:08
1096;18/07/2019;08:21:58;12:09:56;13:02:14;17:05:11
1097;18/07/2019;08:23:13;12:50:00;13:00:39;17:10:32
1098;18/07/2019;08:35:08;12:03:53;13:08:37;17:07:51
1099;18/07/2019;08:35:50;12:35:50;13:41:50;17:57:38
1000;19/07/2019;08:18:20;12:40:26;13:52:37;17:17:38
1001;19/07/2019;08:49:43;12:00:41;13:45:58;17:55:17
1002;19/07/2019;08:01:53;12:49:19;13:37:28;17:25:46
1003;19/07/2019;08:31:39;12:06:03;13:47:10;17:40:49
1004;19/07/2019;08:55:23;12:48:04;13:01:55;17:09:16
1005;19/07/2019;08:31:18;12:47:46;13:41:23;17:12:54
1006;19/07/2019;08:21:10;12:36:49;13:07:30;17:03:16
1007;19/07/2019;08:01:39;12:38:29;13:22:58;17:31:50
1008;19/07/2019;08:14:27;12:26:11;13:55:24;17:23:21
1009;19/07/2019;08:55:25;12:27:59;13:45:11;17:56:18
1010;19/07/2019;08:06:28;12:58:24;13:35:48;17:20:30
1011;19/07/2019;08:37:09;12:26:57;13:37:59;17:11:56
1012;19/07/2019;08:33:48;12:02:19;13:59:17;17:51:59
1013;19/07/2019;08:13:11;12:32:33;13:13:10;17:51:09
1014;19/07/2019;08:28:29;12:42:17;13:22:14;17:49:06
1015;19/07/2019;08:32:41;12:50:21;13:02:43;17:28:49
1016;19/07/2019;08:26:47;12:16:58;13:55:12;17:58:22
1017;19/07/2019;08:24:38;12:09:35;13:10:22;17:15:07
1018;19/07/2019;08:46:08;12:05:53;13:31:35;17:17:32
1019;19/07/2019;08:42:14;12:03:04;13:03:32;17:13:40
1020;19/07/2019;08:22:10;12:05:37;13:26:37;17:59:55
1021;19/07/2019;08:40:54;12:44:39;13:11:50;17:26:27
1022;19/07/2019;08:03:34;12:03:43;13:33:36;17:03:27
1023;19/07/2019;08:07:08;12:42:32;13:50:40;17:38:43
1024;19/07/2019;08:32:25;12:29:29;13:06:21;17:31:25
1025;19/07/2019;08:30:58;12:29:45;13:34:09;17:33:08
1026;19/07/2019;08:43:39;12:24:11;13:31:33;17:21:23
1027;19/07/2019;08:22:52;12:04:33;13:55:59;17:16:18
1028;19/07/2019;08:47:25;12:58:42;13:03:45;17:06:16
1029;19/07/2019;08:09:05;12:42:07;13:16:55;17:30:11
1030;19/07/2019;08:05:11;12:27:19;13:45:04;17:28:57
1031;19/07/2019;08:30:03;12:58:48;13:31:08;17:49:00
1032;19/07/2019;08:25:49;12:49:03;13:05:24;17:35:15
1033;19/07/2019;08:24:36;12:16:06;13:34:56;17:55:21
1034;19/07/2019;08:48:42;12:04:58;13:23:53;17:20:09
1035;19/07/2019;08:12:34;12:43:45;13:04:52;17:26:56
1036;19/07/2019;08:46:38;12:23:53;13:36:06;17:22:44
1037;19/07/2019;08:13:23;12:09:15;13:10:55;17:24:33
1038;19/07/2019;08:00:51;12:06:12;13:42:45;17:54:28
1039;19/07/2019;08:46:42;12:24:46;13:54:48;17:19:01
1040;19/07/2019;08:12:58;12:15:01;13:36:27;17:33:37
1041;19/07/2019;08:50:49;12:18:01;13:10:30;17:32:15
1042;19/07/2019;08:23:10;12:42:47;13:43:20;17:41:43
1043;19/07/2019;08:06:40;12:27:36;13:14:05;17:39:39
1044;19/07/2019;08:31:32;12:31:34;13:13:00;17:37:01
1045;19/07/2019;08:49:56;12:53:49;13:55:24;17:21:42
1046;19/07/2019;08:57:53;12:05:22;13:43:35;17:37:13
1047;19/07/2019;08:31:20;12:59:01;13:30:58;17:49:11
1048;19/07/2019;08:57:45;12:09:51;13:28:43;17:24:31
1049;19/07/2019;08:13:46;12:12:37;13:06:42;17:39:36
1050;19/07/2019;08:18:54;12:56:58;13:35:26;17:08:02
1051;19/07/2019;08:34:51;12:10:18;13:01:57;17:51:25
1052;19/07/2019;08:12:15;12:52:45;13:40:02;17:23:34
1053;19/07/2019;08:51:13;12:10:05;13:53:54;17:31:03
1054;19/07/2019;08:04:46;12:50:44;13:15:33;17:35:46
1055;19/07/2019;08:49:40;12:30:59;13:16:14;17:08:39
1056;19/07/2019;08:41:33;12:42:31;13:13:05;17:44:37
1057;19/07/2019;08:10:57;12:33:07;13:49:39;17:38:42
1058;19/07/2019;08:48:45;12:19:13;13:50:03;17:03:43
1059;19/07/2019;08:42:50;12:50:29;13:59:46;17:23:47
1060;19/07/2019;08:12:52;12:29:55;13:09:22;17:30:25
1061;19/07/2019;08:50:31;12:22:07;13:56:53;17:36:40
1062;19/07/2019;08:15:15;12:45:00;13:20:14;17:02:57
1063;19/07/2019;08:15:21;12:46:45;13:00:56;17:03:18
1064;19/07/2019;08:05:40;12:59:20;13:55:14;17:26:14
1065;19/07/2019;08:56:04;12:51:12;13:32:51;17:38:02
1066;19/07/2019;08:37:44;12:49:04;13:30:26;17:04:10
1067;19/07/2019;08:55:25;12:40:44;13:15:16;17:07:00
1068;19/07/2019;08:02:10;12:26:33;13:47:32;17:48:32
1069;19/07/2019;08:52:40;12:21:12;13:25:00;17:51:02
1070;19/07/2019;08:37:12;12:04:22;13:30:42;17:55:02
1071;19/07/2019;08:19:18;12:21:01;13:43:41;17:18:37
1072;19/07/2019;08:47:49;12:13:16;13:04:47;17:13:54
1073;19/07/2019;08:53:31;12:00:42;13:31:17;17:17:05
1074;19/07/2019;08:25:03;12:26:30;13:09:20;17:37:10
1075;19/07/2019;08:32:46;12:40:58;13:16:05;17:39:08
1076;19/07/2019;08:45:40;12:39:55;13:40:07;17:49:33
1077;19/07/2019;08:42:28;12:04:41;13:43:44;17:15:18
1078;19/07/2019;08:01:05;12:03:24;13:31:38;17:23:07
1079;19/07/2019;08:42:42;12:25:27;13:19:32;17:46:54
1080;19/07/2019;08:18:23;12:54:04;13:41:09;17:09:27
1081;19/07/2019;08:22:53;12:23:53;13:13:29;17:44:39
1082;19/07/2019;08:13:32;12:41:14;13:52:16;17:25:00
1083;19/07/2019;08:53:31;12:03:03;13:16:08;17:48:23
1084;19/07/2019;08:30:53;12:38:52;13:48:06;17:34:15
1085;19/07/2019;08:16:19;12:20:02;13:05:45;17:23:32
1086;19/07/2019;08:55:35;12:44:51;13:27:56;17:53:29
1087;19/07/2019;08:59:06;12:24:11;13:45:32;17:53:57
1088;19/07/2019;08:16:34;12:19:16;13:00:33;17:32:09
1089;19/07/2019;08:16:18;12:23:19;13:29:05;17:34:59
1090;19/07/2019;08:23:16;12:54:16;13:28:08;17:52:45
1091;19/07/2019;08:10:45;12:35:06;13:26:02;17:01:27
1092;19/07/2019;08:49:56;12:09:22;13:19:58;17:12:21
1093;19/07/2019;08:20:34;12:19:06;13:32:40;17:47:24
1094;19/07/2019;08:34:18;12:07:17;13:39:04;17:38:18
1095;19/07/2019;08:27:29;12:54:14;13:45:21;17:33:47
1096;19/07/2019;08:29:57;12:20:07;13:03:19;17:55:08
1097;19/07/2019;08:03:55;12:47:04;13:43:26;17:05:47
1098;19/07/2019;08:46:35;12:48:33;13:12:39;17:23:02
1099;19/07/2019;08:50:38;12:56:28;13:13:32;17:42:23
1000;22/07/2019;08:11:49;12:25:14;13:39:37;17:53:17
1001;22/07/2019;08:28:07;12:48:10;13:50:42;17:08:28
1002;22/07/2019;08:54:19;12:50:22;13:55:38;17:29:46
1003;22/07/2019;08:28:47;12:39:29;13:54:19;17:52:18
1004;22/07/2019;08:44:45;12:04:53;13:19:41;17:01:48
1005;22/07/2019;08:49:34;12:15:02;13:58:18;17:10:31
1006;22/07/2019;08:17:16;12:06:53;13:51:38;17:20:27
1007;22/07/2019;08:33:03;12:03:58;13:39:15;17:55:55
1008;22/07/2019;08:33:28;12:42:27;13:14:38;17:20:15
1009;22/07/2019;08:23:26;12:17:45;13:37:53;17:31:09
1010;22/07/2019;08:35:39;12:26:38;13:21:02;17:07:50
1011;22/07/2019;08:01:23;12:15:24;13:43:03;17:05:34
1012;22/07/2019;08:33:51;12:06:13;13:10:14;17:48:31
1013;22/07/2019;08:22:26;12:39:33;13:43:16;17:53:39
1014;22/07/2019;08:30:17;12:00:50;13:11:32;17:52:21
1015;22/07/2019;08:59:52;12:15:18;13:03:17;17:52:13
1016;22/07/2019;08:44:35;12:14:24;13:03:58;17:01:05
1017;22/07/2019;08:42:38;12:32:08;13:18:30;17:36:02
1018;22/07/2019;08:31:07;12:33:12;13:54:43;17:33:49
1019;22/07/2019;08:33:55;12:19:28;13:38:21;17:07:03
1020;22/07/2019;08:23:20;12:56:42;13:31:52;17:32:27
1021;22/07/2019;08:25:17;12:32:08;13:38:43;17:19:02
1022;22/07/2019;08:28:53;12:42:24;13:18:08;17:04:46
1023;22/07/2019;08:51:46;12:38:00;13:07:11;17:51:37
1024;22/07/2019;08:00:21;12:33:57;13:10:49;17:19:21
1025;22/07/2019;08:03:50;12:34:26;13:55:58;17:12:05
1026;22/07/2019;08:32:27;12:06:29;13:00:31;17:02:53
1027;22/07/2019;08:47:21;12:53:02;13:06:11;17:17:50
1028;22/07/2019;08:05:59;12:38:34;13:07:19;17:32:56
1029;22/07/2019;08:25:16;12:11:13;13:20:29;17:37:32
1030;22/07/2019;08:11:10;12:25:26;13:55:15;17:36:10
1031;22/07/2019;08:58:52;12:53:59;13:25:47;17:39:59
1032;22/07/2019;08:06:41;12:00:28;13:46:46;17:23:15
1033;22/07/2019;08:18:11;12:15:39;13:25:28;17:44:43
1034;22/07/2019;08:59:41;12:45:08;13:37:54;17:01:56
1035;22/07/2019;08:21:51;12:23:38;13:36:48;17:14:36
1036;22/07/2019;08:47:53;12:42:43;13:06:31;17:20:25
1037;22/07/2019;08:58:52;12:29:05;13:39:20;17:06:02
1038;22/07/2019;08:15:36;12:44:16;13:42:56;17:21:31
1039;22/07/2019;08:10:13;12:11:38;13:19:52;17:30:43
1040;22/07/2019;08:30:15;12:09:05;13:05:20;17:55:35
1041;22/07/2019;08:00:16;12:53:17;13:12:50;17:56:53
1042;22/07/2019;08:50:20;12:36:00;13:52:00;17:36:49
1043;22/07/2019;08:54:44;12:49:20;13:47:45;17:46:27
1044;22/07/2019;08:46:12;12:15:14;13:28:08;17:41:41
1045;22/07/2019;08:24:21;12:04:29;13:06:51;17:46:38
1046;22/07/2019;08:22:37;12:45:08;13:49:08;17:22:01
1047;22/07/2019;08:17:48;12:23:32;13:05:36;17:21:11
1048;22/07/2019;08:57:43;12:55:48;13:44:33;17:09:53
1049;22/07/2019;08:46:30;12:25:03;13:10:14;17:33:31
1050;22/07/2019;08:36:55;12:21:44;13:16:45;17:19:57
1051;22/07/2019;08:38:53;12:38:56;13:35:11;17:06:46
1052;22/07/2019;08:21:34;12:24:18;13:59:03;17:19:56
1053;22/07/2019;08:49:05;12:15:39;13:32:15;17:36:35
1054;22/07/2019;08:03:01;12:06:54;13:45:53;17:32:20
1055;22/07/2019;08:51:36;12:27:41;13:51:37;17:08:21
1056;22/07/2019;08:22:48;12:57:31;13:45:37;17:22:19
1057;22/07/2019;08:31:19;12:58:21;13:01:46;17:39:18
1058;22/07/2019;08:06:33;12:01:33;13:15:17;17:17:34
1059;22/07/2019;08:10:26;12:48:14;13:02:05;17:18:39
1060;22/07/2019;08:10:33;12:28:43;13:55:59;17:17:41
1061;22/07/2019;08:09:55;12:43:42;13:41:03;17:55:20
1062;22/07/2019;08:38:30;12:42:26;13:45:39;17:02:21
1063;22/07/2019;08:18:36;12:14:08;13:06:33;17:44:08
1064;22/07/2019;08:40:37;12:20:40;13:21:05;17:26:54
1065;22/07/2019;08:10:03;12:30:00;13:41:22;17:04:30
1066;22/07/2019;08:28:53;12:06:48;13:12:10;17:16:29
1067;22/07/2019;08:28:05;12:24:27;13:33:47;17:39:43
1068;22/07/2019;08:37:40;12:41:16;13:19:25;17:54:25
1069;22/07/2019;08:05:44;12:33:48;13:41:56;17:10:27
1070;22/07/2019;08:46:58;12:16:56;13:10:00;17:18:39
1071;22/07/2019;08:55:34;12:32:31;13:26:58;17:41:41
1072;22/07/2019;08:45:06;12:40:17;13:08:09;17:40:38
1073;22/07/2019;08:03:24;12:36:47;13:03:38;17:29:30
1074;22/07/2019;08:31:35;12:44:49;13:48:24;17:33:43
1075;22/07/2019;08:57:09;12:51:49;13:04:12;17:19:47
1076;22/07/2019;08:31:20;12:38:07;13:30:06;17:43:49
1077;22/07/2019;08:32:40;12:54:28;13:44:04;17:09:41
1078;22/07/2019;08:08:02;12:16:27;13:31:56;17:01:53
1079;22/07/2019;08:46:09;12:38:39;13:38:23;17:05:37
1080;22/07/2019;08:56:12;12:45:42;13:45:10;17:08:26
1081;22/07/2019;08:01:14;12:55:29;13:56:24;17:46:37
1082;22/07/2019;08:07:27;12:54:24;13:15:48;17:21:00
1083;22/07/2019;08:03:45;12:10:31;13:52:33;17:09:27
1084;22/07/2019;08:57:18;12:54:37;13:46:16;17:44:15
1085;22/07/2019;08:48:17;12:27:05;13:31:08;17:55:40
1086;22/07/2019;08:44:52;12:41:55;13:43:42;17:34:51
1087;22/07/2019;08:14:24;12:08:25;13:03:52;17:02:14
1088;22/07/2019;08:12:44;12:29:53;13:15:35;17:46:01
1089;22/07/2019;08:43:57;12:09:42;13:05:32;17:07:52
1090;22/07/2019;08:12:37;12:49:27;13:53:25;17:50:12
1091;22/07/2019;08:30:08;12:58:44;13:12:35;17:34:21
1092;22/07/2019;08:00:28;12:48:58;13:35:38;17:41:04
1093;22/07/2019;08:58:16;12:45:35;13:34:22;17:05:42
1094;22/07/2019;08:21:55;12:07:07;13:36:37;17:58:47
1095;22/07/2019;08:31:29;12:05:47;13:17:38;17:01:03
1096;22/07/2019;08:06:39;12:12:09;13:51:13;17:11:16
1097;22/07/2019;08:20:14;12:14:51;13:16:57;17:12:00
1098;22/07/2019;08:02:56;12:52:20;13:54:53;17:46:16
1099;22/07/2019;08:53:47;12:45:30;13:17:05;17:06:46
1000;23/07/2019;08:17:49;12:43:31;13:29:36;17:05:57
1001;23/07/2019;08:40:45;12:31:29;13:11:40;17:45:46
1002;23/07/2019;08:56:16;12:27:57;13:44:54;17:07:18
1003;23/07/2019;08:14:45;12:04:40;13:44:58;17:29:44
1004;23/07/2019;08:04:11;12:39:38;13:27:32;17:45:59
1005;23/07/2019;08:48:33;12:41:56;13:42:25;17:32:34
1006;23/07/2019;08:00:20;12:03:44;13:34:52;17:42:29
1007;23/07/2019;08:10:20;12:10:14;13:02:34;17:07:40
1008;23/07/2019;08:30:25;12:16:26;13:56:09;17:18:49
1009;23/07/2019;08:19:53;12:53:27;13:24:16;17:07:15
1010;23/07/2019;08:34:10;12:28:33;13:04:49;17:31:22
1011;23/07/2019;08:05:58;12:31:05;13:13:26;17:07:45
1012;23/07/2019;08:04:51;12:30:31;13:41:16;17:03:16
1013;23/07/2019;08:39:28;12:15:05;13:39:16;17:37:45
1014;23/07/2019;08:36:49;12:26:33;13:54:52;17:32:21
1015;23/07/2019;08:20:18;12:05:51;13:52:34;17:23:25
1016;23/07/2019;08:39:47;12:56:59;13:13:46;17:49:28
1017;23/07/2019;08:32:04;12:03:27;13:30:02;17:37:56
1018;23/07/2019;08:32:15;12:05:18;13:09:37;17:04:54
1019;23/07/2019;08:11:07;12:49:05;13:36:45;17:48:40
1020;23/07/2019;08:53:28;12:30:43;13:46:57;17:55:35
1021;23/07/2019;08:46:08;12:40:45;13:19:50;17:55:23
1022;23/07/2019;08:08:47;12:37:53;13:56:07;17:08:15
1023;23/07/2019;08:55:50;12:14:48;13:36:36;17:53:54
1024;23/07/2019;08:19:36;12:40:35;13:48:48;17:42:41
1025;23/07/2019;08:00:45;12:10:20;13:54:55;17:18:33
1026;23/07/2019;08:12:22;12:21:55;13:59:54;17:52:20
1027;23/07/2019;08:24:12;12:11:04;13:42:05;17:14:47
1028;23/07/2019;08:21:29;12:03:16;13:47:58;17:57:38
1029;23/07/2019;08:02:44;12:11:16;13:41:11;17:22:20
1030;23/07/2019;08:49:34;12:59:24;13:38:28;17:48:31
1031;23/07/2019;08:07:45;12:54:13;13:04:56;17:08:46
1032;23/07/2019;08:19:45;12:56:30;13:57:12;17:55:45
1033;23/07/2019;08:23:16;12:09:57;13:23:21;17:56:56
1034;23/07/2019;08:12:40;12:09:42;13:32:09;17:05:17
1035;23/07/2019;08:56:03;12:24:22;13:12:00;17:13:27
1036;23/07/2019;08:02:55;12:10:26;13:25:09;17:32:50
1037;23/07/2019;08:11:39;12:38:33;13:42:17;17:57:28
